EN2515,"Tecnologia da Informação A-diurno (São 
Bernardo do Campo)","quinta das 10:00 às 12:00, sala A2-S208-SB, 
semanal",0,LUCELIA BORGES DA COSTA
BH0201,"Temas e Problemas em Filosofia A2-Noturno 
(São Bernardo do Campo)","segunda das 21:00 às 23:00, sala A2-S106-SB, 
semanal , quinta das 19:00 às 21:00, sala A2-S106
SB, semanal",0,ROQUE DA COSTA CAIERO
BH0201,"Temas e Problemas em Filosofia A-diurno (São 
Bernardo do Campo)","segunda das 14:00 às 16:00, sala A1-S204-SB, 
semanal , quinta das 14:00 às 16:00, sala A1-S204
SB, semanal",0,ROQUE DA COSTA CAIERO
BH0201,"Temas e Problemas em Filosofia B-diurno (São 
Bernardo do Campo)","segunda das 10:00 às 12:00, sala A1-S203-SB, 
semanal , quinta das 08:00 às 10:00, sala A1-S203
SB, semanal",0,FERNANDO COSTA MATTOS
BH0201,"Temas e Problemas em Filosofia B-Noturno 
(São Bernardo do Campo)","segunda das 19:00 às 21:00, sala A1-S203-SB, 
semanal , quinta das 21:00 às 23:00, sala A1-S203
SB, semanal",0,MARIA CECILIA LEONEL GOMES DOS REIS
BH0201,"Temas e Problemas em Filosofia C-diurno (São 
Bernardo do Campo)","segunda das 08:00 às 10:00, sala A1-S203-SB, 
semanal , quinta das 10:00 às 12:00, sala A1-S203
SB, semanal",0,FERNANDO COSTA MATTOS
EN2508,"Tempos, Métodos e Arranjos Físicos A-diurno 
(São Bernardo do Campo)","sexta das 08:00 às 12:00, sala A1-S203-SB, 
semanal",0,GUILHERME CANUTO DA SILVA
EN3527,"Teoria das Decisões A-diurno (São Bernardo do 
Campo)",0,"sexta das 14:00 às 16:00, sala A2-L002-SB, 
semanal",DOUGLAS ALVES CASSIANO
EN3527,"Teoria das Decisões A-Noturno (São Bernardo 
do Campo)",0,"quinta das 19:00 às 21:00, sala A2-L002-SB, 
semanal",DOUGLAS ALVES CASSIANO
BH0206,"Teorias da Justiça B-diurno (São Bernardo do 
Campo)","quarta das 08:00 às 10:00, sala A2-S104-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S104-
SB, semanal",0,BRUNO NADAI
BH0206,"Teorias da Justiça B-Noturno (São Bernardo do 
Campo)","quarta das 21:00 às 23:00, sala A1-S203-SB, 
semanal , sexta das 19:00 às 21:00, sala A1-S203-
SB, semanal",0,Paulo Jonas de Lima Piva
BH0206,"Teorias da Justiça C-diurno (São Bernardo do 
Campo)","quarta das 10:00 às 12:00, sala A2-S103-SB, 
semanal , sexta das 08:00 às 10:00, sala A2-S103-
SB, semanal",0,BRUNO NADAI
CS3301,"Trajetória de Desenvolvimento de Países 
Exportadores de Petróleo A-diurno (São 
Bernardo do Campo)","quarta das 08:00 às 10:00, sala A2-S305-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S305-
SB, semanal",0,IGOR FUSER
CS3301,"Trajetória de Desenvolvimento de Países 
Exportadores de Petróleo A-Noturno (São 
Bernardo do Campo)","quarta das 19:00 às 21:00, sala A2-S308-SB, 
semanal , sexta das 21:00 às 23:00, sala A2-S308-
SB, semanal",0,IGOR FUSER
CS2118,"Trajetórias das Políticas de C.T.I no Brasil A-
diurno (São Bernardo do Campo)","terca das 08:00 às 10:00, sala A2-S304-SB, 
semanal , quinta das 10:00 às 12:00, sala A2-S304
SB, semanal",0,NEUSA SERRA
CS2118,"Trajetórias das Políticas de C.T.I no Brasil A-
Noturno (São Bernardo do Campo)","terca das 19:00 às 21:00, sala A2-S308-SB, 
semanal , quinta das 21:00 às 23:00, sala A2-S308
SB, semanal",0,NEUSA SERRA
BC0307,"Transformações Químicas A1-diurno (São 
Bernardo do Campo)","quarta das 16:00 às 18:00, sala A1-S202-SB, 
semanal , sexta das 14:00 às 16:00, sala A1-S202-
SB, quinzenal I","quarta das 14:00 às 16:00, sala A1-L301-SB, 
semanal",HELOISA FRANCA MALTEZ
EN2136,Transportes e Mobilidade Urbana A-Noturno (São Bernardo do Campo),"quarta das 19:00 às 21:00, sala A2-S206-SB, semanal ",0,SILVANA MARIA ZIONI
